IP:Port,Loss,Latency
162.159.192.253:1843,0%,25.14
162.159.192.18:864,0%,25.14
162.159.192.109:8854,0%,25.14
188.114.98.85:1387,0%,25.14
188.114.99.182:1843,0%,25.14
188.114.97.6:4233,0%,25.14
188.114.96.210:8319,0%,25.14
162.159.192.243:1387,0%,25.14
188.114.97.85:8742,0%,25.14
188.114.99.44:1843,0%,25.14
188.114.99.44:3581,0%,25.14
188.114.96.10:4198,0%,25.14
188.114.98.69:1387,0%,25.14
188.114.99.183:946,0%,25.14
188.114.98.64:1387,0%,25.14
188.114.99.16:908,0%,25.14
188.114.99.216:928,0%,25.14
188.114.96.56:3581,0%,25.14
188.114.99.175:7103,0%,25.14
188.114.96.170:943,0%,25.14
162.159.195.162:2371,0%,25.14
188.114.99.76:8854,0%,25.14
188.114.99.81:3138,0%,25.14
188.114.99.83:7156,0%,25.15
162.159.195.112:859,0%,25.15
188.114.99.191:903,0%,25.15
188.114.99.215:878,0%,25.15
162.159.195.89:7152,0%,25.15
188.114.99.2:2506,0%,25.15
188.114.98.171:894,0%,25.15
188.114.99.3:8854,0%,25.15
188.114.98.161:988,0%,25.15
188.114.98.9:7281,0%,25.15
188.114.98.77:7103,0%,25.15
188.114.96.235:8742,0%,25.15
188.114.98.182:934,0%,25.15
188.114.98.147:891,0%,25.15
162.159.192.97:8854,0%,25.15
188.114.98.42:8886,0%,25.16
188.114.96.220:891,0%,25.16
162.159.192.157:5279,0%,25.16
188.114.99.146:7559,0%,25.16
188.114.97.63:4177,0%,25.16
188.114.98.71:1002,0%,25.16
188.114.96.182:1018,0%,25.16
188.114.98.6:943,0%,25.16
188.114.97.68:891,0%,25.16
188.114.97.46:3854,0%,25.16
188.114.96.71:1180,0%,25.16
188.114.96.146:2506,0%,25.16
188.114.96.234:8742,0%,25.16
162.159.195.43:8742,0%,25.16
162.159.192.88:3138,0%,25.17
162.159.192.92:3476,0%,25.17
188.114.98.231:1701,0%,25.17
188.114.97.233:1701,0%,25.17
188.114.98.234:864,0%,25.17
188.114.97.162:939,0%,25.17
188.114.99.35:955,0%,25.17
162.159.195.106:4198,0%,25.17
162.159.192.195:854,0%,25.17
188.114.99.51:903,0%,25.17
162.159.192.231:1014,0%,25.17
162.159.195.106:878,0%,25.17
188.114.97.105:988,0%,25.17
188.114.99.91:8319,0%,25.17
162.159.192.148:7559,0%,25.17
162.159.192.110:880,0%,25.17
188.114.99.174:928,0%,25.17
162.159.195.166:5956,0%,25.17
162.159.192.35:943,0%,25.17
188.114.99.44:942,0%,25.17
188.114.98.98:939,0%,25.17
188.114.99.113:4233,0%,25.17
162.159.195.61:1074,0%,25.17
188.114.98.141:946,0%,25.18
188.114.98.190:880,0%,25.18
162.159.195.7:890,0%,25.18
188.114.99.52:859,0%,25.18
188.114.96.51:5956,0%,25.18
162.159.195.132:1180,0%,25.18
162.159.192.186:3476,0%,25.18
162.159.195.159:864,0%,25.18
162.159.192.35:8886,0%,25.18
162.159.192.48:3854,0%,25.18
162.159.195.213:988,0%,25.18
188.114.97.181:7156,0%,25.18
162.159.195.246:903,0%,25.18
162.159.192.12:7156,0%,25.18
162.159.192.55:894,0%,25.18
162.159.195.88:968,0%,25.18
188.114.99.134:955,0%,25.18
188.114.96.65:5279,0%,25.19
162.159.195.181:2408,0%,25.19
188.114.97.179:7281,0%,25.19
188.114.99.130:968,0%,25.19
162.159.192.57:1701,0%,25.19
188.114.96.90:942,0%,25.19
188.114.99.108:955,0%,25.19
162.159.192.38:7559,0%,25.19
188.114.97.238:7152,0%,25.19
162.159.192.19:1180,0%,25.19
188.114.98.195:942,0%,25.19
188.114.97.26:1074,0%,25.19
188.114.97.35:1018,0%,25.19
188.114.96.204:928,0%,25.19
188.114.96.194:8886,0%,25.19
162.159.192.94:945,0%,25.20
188.114.98.3:8886,0%,25.20
188.114.96.46:1843,0%,25.20
162.159.195.204:890,0%,25.20
188.114.97.184:1180,0%,25.20
188.114.97.55:891,0%,25.20
188.114.96.79:854,0%,25.20
188.114.98.51:5279,0%,25.20
188.114.99.123:1387,0%,25.20
188.114.97.84:955,0%,25.20
162.159.195.31:1070,0%,25.20
188.114.99.160:3854,0%,25.20
188.114.97.95:4233,0%,25.20
162.159.195.151:890,0%,25.20
162.159.192.36:2506,0%,25.20
162.159.192.38:3581,0%,25.20
162.159.195.34:894,0%,25.20
188.114.96.8:946,0%,25.20
162.159.195.59:955,0%,25.20
188.114.96.72:3476,0%,25.20
188.114.98.99:1843,0%,25.21
188.114.96.209:1701,0%,25.21
162.159.192.158:3581,0%,25.21
188.114.97.90:4198,0%,25.21
162.159.192.11:5279,0%,25.21
188.114.96.9:880,0%,25.21
188.114.98.105:7156,0%,25.21
162.159.192.71:1010,0%,25.21
188.114.96.216:1010,0%,25.21
162.159.192.178:1387,0%,25.21
188.114.96.237:1387,0%,25.21
162.159.192.96:7281,0%,25.21
188.114.98.153:1180,0%,25.21
188.114.98.230:1843,0%,25.21
188.114.97.155:1074,0%,25.21
188.114.97.106:946,0%,25.22
162.159.192.135:945,0%,25.22
162.159.195.182:943,0%,25.22
188.114.96.151:3581,0%,25.22
188.114.96.49:988,0%,25.22
188.114.98.203:7103,0%,25.22
188.114.97.46:955,0%,25.22
188.114.96.138:942,0%,25.22
188.114.98.63:1010,0%,25.22
162.159.192.216:945,0%,25.22
188.114.98.46:955,0%,25.22
188.114.98.112:854,0%,25.22
188.114.96.93:1018,0%,25.22
188.114.96.103:3138,0%,25.22
188.114.98.146:903,0%,25.22
188.114.98.216:4198,0%,25.22
188.114.96.26:2408,0%,25.23
162.159.195.158:1010,0%,25.23
188.114.96.20:500,0%,25.23
188.114.97.225:1843,0%,25.23
188.114.97.149:8319,0%,25.23
188.114.99.208:7152,0%,25.23
188.114.99.8:4500,0%,25.23
188.114.96.5:878,0%,25.23
188.114.98.154:8742,0%,25.23
188.114.98.83:5279,0%,25.23
188.114.97.78:1180,0%,25.23
188.114.98.37:903,0%,25.23
162.159.195.191:968,0%,25.23
188.114.98.27:8319,0%,25.23
162.159.195.90:3581,0%,25.23
188.114.99.188:942,0%,25.23
188.114.98.157:7103,0%,25.23
188.114.99.155:934,0%,25.23
162.159.195.123:2506,0%,25.23
162.159.195.61:7281,0%,25.23
188.114.98.59:880,0%,25.23
188.114.99.130:2408,0%,25.23
188.114.98.234:878,0%,25.23
188.114.99.179:1070,0%,25.23
188.114.98.248:864,0%,25.23
188.114.97.13:2371,0%,25.23
188.114.97.179:2506,0%,25.23
188.114.96.124:8854,0%,25.23
188.114.98.222:878,0%,25.23
188.114.99.255:890,0%,25.23
188.114.97.200:859,0%,25.23
188.114.98.15:2371,0%,25.24
162.159.192.65:7103,0%,25.24
162.159.195.235:4500,0%,25.24
188.114.96.141:946,0%,25.24
188.114.96.160:4500,0%,25.24
188.114.98.54:3476,0%,25.24
162.159.195.39:988,0%,25.24
162.159.195.1:1002,0%,25.24
162.159.192.164:3476,0%,25.24
188.114.96.249:968,0%,25.24
188.114.96.42:7156,0%,25.24
188.114.97.111:1701,0%,25.24
162.159.195.18:2371,0%,25.24
188.114.96.176:1018,0%,25.24
188.114.96.19:942,0%,25.24
162.159.192.236:4500,0%,25.24
162.159.192.27:2506,0%,25.24
188.114.97.38:1387,0%,25.24
188.114.99.34:939,0%,25.24
188.114.96.178:3476,0%,25.24
188.114.97.80:934,0%,25.24
188.114.99.183:7559,0%,25.24
188.114.97.90:8854,0%,25.24
162.159.195.231:1074,0%,25.24
188.114.98.20:7559,0%,25.24
162.159.195.212:1070,0%,25.24
188.114.99.220:3854,0%,25.24
162.159.195.237:8319,0%,25.24
162.159.195.192:1074,0%,25.25
188.114.96.68:3581,0%,25.25
188.114.97.162:2506,0%,25.25
188.114.97.87:7281,0%,25.25
188.114.97.118:2371,0%,25.25
162.159.192.220:7156,0%,25.25
162.159.192.187:864,0%,25.25
162.159.195.252:1070,0%,25.25
188.114.99.101:1002,0%,25.25
188.114.98.238:864,0%,25.25
188.114.96.166:7152,0%,25.25
188.114.97.43:1701,0%,25.25
188.114.99.0:4177,0%,25.25
162.159.192.216:880,0%,25.25
188.114.99.240:7156,0%,25.25
188.114.98.0:7156,0%,25.25
188.114.96.201:3138,0%,25.25
188.114.98.135:4177,0%,25.25
188.114.99.28:4500,0%,25.25
188.114.98.12:903,0%,25.25
162.159.195.204:5279,0%,25.25
162.159.192.23:4233,0%,25.25
162.159.192.247:934,0%,25.25
188.114.99.34:7103,0%,25.25
188.114.96.160:3581,0%,25.25
188.114.98.252:8854,0%,25.25
188.114.99.36:8319,0%,25.26
188.114.96.141:934,0%,25.26
188.114.96.230:878,0%,25.26
162.159.192.33:908,0%,25.26
162.159.192.108:928,0%,25.26
188.114.99.185:4177,0%,25.26
188.114.98.161:928,0%,25.26
188.114.97.40:1843,0%,25.26
162.159.195.204:4500,0%,25.26
188.114.97.190:859,0%,25.26
188.114.97.203:4198,0%,25.26
162.159.195.67:908,0%,25.26
162.159.192.28:946,0%,25.26
188.114.99.133:1014,0%,25.26
188.114.98.157:946,0%,25.26
162.159.192.96:2408,0%,25.26
188.114.98.84:7103,0%,25.26
162.159.192.166:1387,0%,25.26
162.159.195.243:1180,0%,25.26
188.114.97.65:1387,0%,25.26
188.114.98.44:894,0%,25.26
162.159.195.215:5956,0%,25.26
188.114.96.50:8886,0%,25.26
162.159.195.85:1074,0%,25.27
188.114.96.68:7281,0%,25.27
162.159.195.237:1002,0%,25.27
188.114.98.194:955,0%,25.27
188.114.96.42:945,0%,25.27
188.114.99.21:2506,0%,25.27
162.159.195.32:5279,0%,25.27
188.114.97.143:7156,0%,25.27
162.159.192.87:988,0%,25.27
162.159.195.227:1701,0%,25.27
188.114.98.249:7152,0%,25.27
188.114.98.188:943,0%,25.27
188.114.96.202:4500,0%,25.27
188.114.99.195:1074,0%,25.27
188.114.96.71:8742,0%,25.27
188.114.98.158:2408,0%,25.27
188.114.96.191:891,0%,25.27
188.114.98.129:864,0%,25.27
188.114.98.238:4198,0%,25.27
188.114.99.61:2506,0%,25.27
188.114.97.135:4198,0%,25.27
162.159.192.148:3581,0%,25.27
188.114.99.46:2408,0%,25.27
188.114.97.163:2506,0%,25.27
188.114.96.34:968,0%,25.27
188.114.96.184:1002,0%,25.27
162.159.195.122:955,0%,25.28
162.159.195.200:7559,0%,25.28
188.114.98.200:2371,0%,25.28
188.114.96.217:890,0%,25.28
162.159.192.13:859,0%,25.28
188.114.99.151:946,0%,25.28
188.114.99.189:891,0%,25.28
188.114.96.213:942,0%,25.28
188.114.99.77:7103,0%,25.28
162.159.192.6:955,0%,25.28
188.114.98.249:8742,0%,25.28
188.114.96.82:7103,0%,25.28
188.114.97.243:880,0%,25.28
188.114.97.205:7281,0%,25.28
188.114.97.44:5279,0%,25.28
188.114.96.185:5279,0%,25.28
162.159.192.25:2506,0%,25.28
162.159.195.64:1018,0%,25.28
188.114.99.28:2408,0%,25.28
188.114.98.75:7152,0%,25.28
188.114.99.227:7156,0%,25.28
162.159.192.57:500,0%,25.29
162.159.195.131:2408,0%,25.29
188.114.98.243:7559,0%,25.29
188.114.96.91:4198,0%,25.29
188.114.97.122:5279,0%,25.29
188.114.97.224:908,0%,25.29
162.159.192.114:500,0%,25.29
162.159.195.166:1387,0%,25.29
188.114.96.208:955,0%,25.29
162.159.195.189:2371,0%,25.29
162.159.195.44:1843,0%,25.29
188.114.98.34:4198,0%,25.29
188.114.99.75:943,0%,25.29
188.114.99.169:7152,0%,25.29
162.159.192.0:934,0%,25.29
188.114.98.214:934,0%,25.30
162.159.192.147:8886,0%,25.30
188.114.96.207:890,0%,25.30
162.159.192.56:1701,0%,25.30
162.159.192.182:988,0%,25.30
188.114.96.125:890,0%,25.30
162.159.192.251:8319,0%,25.30
188.114.97.65:2371,0%,25.30
162.159.192.23:946,0%,25.30
188.114.98.171:8742,0%,25.30
188.114.99.152:1180,0%,25.30
188.114.99.149:987,0%,25.30
188.114.98.115:934,0%,25.30
188.114.97.147:1387,0%,25.30
188.114.98.34:8886,0%,25.30
188.114.99.183:942,0%,25.30
188.114.98.174:908,0%,25.30
188.114.96.149:5956,0%,25.30
162.159.192.86:955,0%,25.30
188.114.99.204:1074,0%,25.30
188.114.99.35:864,0%,25.30
162.159.192.132:988,0%,25.30
188.114.96.229:3138,0%,25.31
188.114.98.194:8886,0%,25.31
188.114.98.203:880,0%,25.31
188.114.96.64:4177,0%,25.31
188.114.96.253:8886,0%,25.31
162.159.195.213:934,0%,25.31
162.159.192.95:5956,0%,25.31
188.114.98.160:943,0%,25.31
188.114.98.69:3581,0%,25.31
188.114.98.121:1843,0%,25.31
188.114.96.32:7152,0%,25.31
162.159.192.2:4500,0%,25.31
188.114.96.175:5956,0%,25.31
188.114.97.125:891,0%,25.31
162.159.192.131:946,0%,25.31
188.114.96.116:1701,0%,25.31
188.114.99.242:908,0%,25.31
188.114.96.20:934,0%,25.31
162.159.192.121:2506,0%,25.31
162.159.192.1:5279,0%,25.31
188.114.99.113:4500,0%,25.32
188.114.98.78:894,0%,25.32
188.114.96.209:3854,0%,25.32
188.114.99.175:894,0%,25.32
188.114.96.42:890,0%,25.32
162.159.192.12:5956,0%,25.32
188.114.96.222:942,0%,25.32
188.114.98.241:7281,0%,25.32
162.159.192.55:500,0%,25.32
188.114.97.218:934,0%,25.32
188.114.96.144:3854,0%,25.32
188.114.98.160:3581,0%,25.32
162.159.192.113:1070,0%,25.32
188.114.98.29:903,0%,25.32
162.159.195.207:7152,0%,25.32
188.114.96.250:4177,0%,25.32
188.114.97.215:928,0%,25.32
188.114.96.9:939,0%,25.32
188.114.99.142:4233,0%,25.32
188.114.97.1:934,0%,25.32
162.159.195.94:7559,0%,25.32
162.159.195.165:4500,0%,25.32
188.114.97.143:4177,0%,25.32
188.114.96.246:968,0%,25.32
188.114.98.200:946,0%,25.33
188.114.97.92:5279,0%,25.33
188.114.97.237:955,0%,25.33
162.159.195.95:7281,0%,25.33
162.159.192.167:4500,0%,25.33
188.114.98.32:946,0%,25.33
162.159.192.191:987,0%,25.33
188.114.98.134:2371,0%,25.33
188.114.99.16:943,0%,25.33
162.159.192.165:880,0%,25.33
188.114.99.225:3854,0%,25.33
162.159.192.194:928,0%,25.33
188.114.97.76:3138,0%,25.33
188.114.96.217:859,0%,25.33
188.114.96.131:859,0%,25.33
162.159.192.177:942,0%,25.33
162.159.192.15:4177,0%,25.33
162.159.192.164:1014,0%,25.33
162.159.195.232:1180,0%,25.33
162.159.195.190:1180,0%,25.33
188.114.97.3:2408,0%,25.33
188.114.96.222:1070,0%,25.33
162.159.192.143:1010,0%,25.33
188.114.97.71:1002,0%,25.33
188.114.97.146:7152,0%,25.33
188.114.96.39:934,0%,25.34
188.114.99.219:2506,0%,25.34
188.114.97.173:1070,0%,25.34
188.114.98.123:8319,0%,25.34
188.114.99.22:4500,0%,25.34
188.114.98.94:1701,0%,25.34
162.159.192.252:8886,0%,25.34
188.114.97.38:4500,0%,25.34
188.114.97.58:1018,0%,25.34
188.114.99.43:955,0%,25.34
188.114.99.146:908,0%,25.34
188.114.98.139:1074,0%,25.34
188.114.99.171:945,0%,25.34
188.114.96.63:1070,0%,25.34
188.114.97.34:928,0%,25.34
188.114.96.52:891,0%,25.34
188.114.98.90:7156,0%,25.34
188.114.99.42:3581,0%,25.34
188.114.98.166:8742,0%,25.34
188.114.96.31:987,0%,25.35
188.114.97.18:939,0%,25.35
188.114.97.72:5279,0%,25.35
162.159.195.180:928,0%,25.35
162.159.195.153:2408,0%,25.35
188.114.98.97:7152,0%,25.35
188.114.99.155:1014,0%,25.35
188.114.96.146:7559,0%,25.35
188.114.98.180:3476,0%,25.35
188.114.98.67:1018,0%,25.35
188.114.96.17:1701,0%,25.35
188.114.99.232:3581,0%,25.35
188.114.99.132:859,0%,25.35
188.114.96.234:500,0%,25.35
188.114.97.136:4177,0%,25.35
188.114.96.90:500,0%,25.35
188.114.99.234:1387,0%,25.35
188.114.98.139:4177,0%,25.35
162.159.195.172:945,0%,25.35
188.114.97.37:908,0%,25.35
188.114.98.231:1010,0%,25.35
188.114.98.128:7559,0%,25.35
188.114.97.84:7559,0%,25.35
188.114.98.73:3854,0%,25.35
188.114.97.19:2408,0%,25.35
162.159.195.21:8742,0%,25.35
162.159.192.110:7152,0%,25.35
188.114.97.13:943,0%,25.35
188.114.99.42:8854,0%,25.35
162.159.195.165:7152,0%,25.35
188.114.99.183:854,0%,25.36
162.159.195.74:903,0%,25.36
162.159.192.208:942,0%,25.36
188.114.98.203:987,0%,25.36
188.114.97.240:8886,0%,25.36
162.159.195.4:939,0%,25.36
188.114.98.145:5279,0%,25.36
162.159.195.203:864,0%,25.36
162.159.195.44:946,0%,25.36
188.114.98.81:7559,0%,25.36
188.114.99.250:854,0%,25.36
188.114.97.24:7281,0%,25.36
162.159.195.207:3138,0%,25.36
188.114.99.197:880,0%,25.36
162.159.195.23:891,0%,25.36
188.114.98.191:500,0%,25.36
188.114.99.103:934,0%,25.36
188.114.96.71:3581,0%,25.36
188.114.97.105:864,0%,25.36
188.114.98.4:955,0%,25.36
162.159.195.106:934,0%,25.36
188.114.96.126:1843,0%,25.37
162.159.192.214:8319,0%,25.37
188.114.97.114:934,0%,25.37
188.114.96.194:943,0%,25.37
188.114.99.217:945,0%,25.37
188.114.99.112:908,0%,25.37
162.159.195.54:7156,0%,25.37
162.159.192.201:946,0%,25.37
162.159.192.0:3476,0%,25.37
162.159.195.94:4177,0%,25.37
188.114.96.73:3581,0%,25.37
188.114.97.249:7281,0%,25.37
162.159.195.54:7281,0%,25.37
188.114.98.167:934,0%,25.37
162.159.192.128:908,0%,25.37
188.114.98.118:1014,0%,25.37
188.114.96.175:4177,0%,25.38
188.114.97.41:903,0%,25.38
162.159.192.73:1070,0%,25.38
162.159.192.73:928,0%,25.38
188.114.97.207:1843,0%,25.38
188.114.96.149:987,0%,25.38
188.114.99.245:987,0%,25.38
188.114.97.190:987,0%,25.38
162.159.192.174:1018,0%,25.38
188.114.98.87:7156,0%,25.38
188.114.96.169:878,0%,25.38
188.114.96.43:908,0%,25.38
188.114.98.57:1018,0%,25.38
162.159.192.201:943,0%,25.38
188.114.97.172:1018,0%,25.38
188.114.97.5:908,0%,25.38
188.114.96.55:3138,0%,25.38
188.114.97.92:8886,0%,25.38
188.114.96.45:5956,0%,25.38
188.114.98.65:2408,0%,25.38
162.159.192.77:859,0%,25.38
188.114.99.178:1018,0%,25.38
162.159.192.242:1387,0%,25.38
188.114.97.54:5279,0%,25.38
162.159.192.29:5956,0%,25.39
162.159.195.189:1014,0%,25.39
162.159.195.74:1070,0%,25.39
188.114.99.138:5956,0%,25.39
188.114.98.152:4177,0%,25.39
188.114.97.38:1180,0%,25.39
188.114.98.204:4233,0%,25.39
162.159.192.120:500,0%,25.39
188.114.98.187:945,0%,25.39
188.114.98.255:3581,0%,25.39
162.159.192.118:4500,0%,25.39
188.114.98.51:854,0%,25.39
188.114.98.150:3854,0%,25.39
188.114.99.212:4500,0%,25.39
162.159.192.178:968,0%,25.39
188.114.96.45:5279,0%,25.39
188.114.99.39:859,0%,25.39
162.159.192.50:7103,0%,25.39
162.159.195.135:3854,0%,25.39
188.114.96.235:7559,0%,25.40
162.159.195.241:7103,0%,25.40
162.159.192.180:928,0%,25.40
188.114.98.7:8886,0%,25.40
188.114.99.200:988,0%,25.40
188.114.99.9:2506,0%,25.40
162.159.192.159:500,0%,25.40
162.159.192.172:7103,0%,25.40
162.159.192.144:2506,0%,25.40
162.159.192.43:4177,0%,25.40
188.114.97.96:854,0%,25.40
188.114.96.196:4233,0%,25.40
188.114.96.149:4500,0%,25.40
188.114.97.129:8742,0%,25.40
188.114.98.167:1070,0%,25.40
162.159.192.111:939,0%,25.40
188.114.99.242:4500,0%,25.40
188.114.98.192:934,0%,25.40
162.159.195.100:8854,0%,25.40
162.159.192.235:908,0%,25.40
188.114.98.128:4177,0%,25.40
162.159.195.61:7103,0%,25.40
188.114.98.188:7156,0%,25.41
188.114.98.44:946,0%,25.41
188.114.99.69:859,0%,25.41
188.114.99.89:4500,0%,25.41
188.114.98.209:1010,0%,25.41
188.114.97.108:894,0%,25.41
162.159.192.155:4177,0%,25.41
162.159.192.199:934,0%,25.41
188.114.99.50:894,0%,25.41
188.114.96.94:1180,0%,25.41
188.114.96.5:1014,0%,25.41
188.114.97.63:8854,0%,25.41
162.159.195.116:1018,0%,25.41
188.114.96.180:8742,0%,25.41
188.114.97.46:7559,0%,25.41
188.114.97.71:880,0%,25.42
162.159.192.131:880,0%,25.42
188.114.97.143:955,0%,25.42
188.114.97.11:7152,0%,25.42
162.159.195.209:1180,0%,25.42
188.114.96.146:5279,0%,25.42
162.159.195.252:500,0%,25.42
162.159.192.13:934,0%,25.42
188.114.97.2:1701,0%,25.42
188.114.97.166:2506,0%,25.42
162.159.192.122:903,0%,25.42
162.159.192.69:4233,0%,25.42
188.114.98.15:939,0%,25.42
188.114.98.195:894,0%,25.42
188.114.97.166:2408,0%,25.42
188.114.98.248:2408,0%,25.42
162.159.192.14:908,0%,25.42
162.159.192.208:968,0%,25.42
188.114.99.114:3138,0%,25.42
188.114.98.163:943,0%,25.42
162.159.192.218:859,0%,25.42
188.114.96.177:943,0%,25.42
162.159.192.147:2506,0%,25.42
188.114.99.210:1014,0%,25.42
162.159.195.21:878,0%,25.42
188.114.98.250:1387,0%,25.43
188.114.96.85:987,0%,25.43
188.114.98.239:859,0%,25.43
188.114.99.128:1018,0%,25.43
162.159.192.116:1387,0%,25.43
188.114.98.229:946,0%,25.43
188.114.97.246:1018,0%,25.43
188.114.99.244:500,0%,25.43
188.114.99.13:4233,0%,25.43
188.114.96.115:2371,0%,25.43
188.114.96.122:908,0%,25.43
188.114.96.74:859,0%,25.43
188.114.96.15:878,0%,25.43
162.159.195.131:4233,0%,25.43
188.114.99.10:3581,0%,25.43
162.159.195.161:1018,0%,25.43
188.114.96.250:1387,0%,25.43
188.114.96.129:1010,0%,25.43
188.114.99.37:903,0%,25.43
188.114.98.93:7156,0%,25.43
188.114.99.145:3854,0%,25.44
188.114.98.162:4198,0%,25.44
162.159.192.14:955,0%,25.44
188.114.96.141:3854,0%,25.44
162.159.195.178:1074,0%,25.44
188.114.99.95:3854,0%,25.44
188.114.96.96:928,0%,25.44
188.114.97.51:7152,0%,25.44
162.159.192.26:4198,0%,25.44
162.159.195.73:864,0%,25.44
188.114.96.20:1387,0%,25.44
188.114.97.153:7559,0%,25.44
188.114.96.190:945,0%,25.44
188.114.99.175:4500,0%,25.44
188.114.98.47:8319,0%,25.44
162.159.195.66:1074,0%,25.44
188.114.97.52:945,0%,25.44
188.114.99.98:859,0%,25.44
188.114.99.151:955,0%,25.44
188.114.96.151:8886,0%,25.44
162.159.192.171:939,0%,25.44
188.114.97.32:1014,0%,25.45
188.114.98.218:7156,0%,25.45
162.159.192.56:859,0%,25.45
188.114.97.99:939,0%,25.45
188.114.97.245:1014,0%,25.45
188.114.98.49:880,0%,25.45
188.114.98.88:3476,0%,25.45
162.159.192.61:8319,0%,25.45
188.114.99.64:934,0%,25.45
162.159.192.111:945,0%,25.45
162.159.192.33:7156,0%,25.45
188.114.99.216:890,0%,25.45
188.114.99.73:1002,0%,25.45
188.114.99.172:1070,0%,25.45
188.114.96.177:1010,0%,25.45
188.114.98.84:1002,0%,25.45
188.114.97.120:8742,0%,25.45
188.114.99.149:5279,0%,25.46
188.114.98.99:3854,0%,25.46
188.114.98.115:1074,0%,25.46
188.114.96.72:500,0%,25.46
188.114.97.152:943,0%,25.46
188.114.97.212:968,0%,25.46
162.159.192.129:928,0%,25.46
162.159.192.132:3138,0%,25.46
188.114.97.2:908,0%,25.46
188.114.97.85:7103,0%,25.46
188.114.99.96:7281,0%,25.46
162.159.195.50:878,0%,25.46
188.114.99.76:1180,0%,25.46
188.114.96.129:945,0%,25.46
188.114.99.145:3476,0%,25.46
188.114.99.23:4198,0%,25.46
188.114.98.77:859,0%,25.46
162.159.195.138:943,0%,25.46
162.159.192.70:500,0%,25.46
188.114.96.71:1010,0%,25.46
188.114.99.121:8319,0%,25.47
162.159.192.63:4233,0%,25.47
162.159.192.206:7281,0%,25.47
162.159.195.247:3854,0%,25.47
188.114.97.132:955,0%,25.47
188.114.98.70:4233,0%,25.47
162.159.192.115:1018,0%,25.47
188.114.96.131:894,0%,25.47
188.114.99.178:864,0%,25.47
188.114.99.108:3476,0%,25.47
162.159.195.44:987,0%,25.47
188.114.98.240:859,0%,25.47
162.159.192.239:928,0%,25.47
188.114.96.156:8886,0%,25.47
162.159.195.103:8886,0%,25.47
188.114.96.19:8854,0%,25.47
188.114.99.240:934,0%,25.47
188.114.97.88:3476,0%,25.47
188.114.98.245:2506,0%,25.47
188.114.99.231:859,0%,25.47
162.159.192.122:4198,0%,25.47
188.114.98.178:1180,0%,25.47
188.114.97.207:7103,0%,25.47
188.114.99.97:864,0%,25.47
188.114.97.169:1074,0%,25.47
188.114.97.81:955,0%,25.47
188.114.96.20:7103,0%,25.48
188.114.98.201:2506,0%,25.48
188.114.97.205:903,0%,25.48
188.114.96.61:1387,0%,25.48
188.114.99.240:3854,0%,25.48
188.114.99.31:2371,0%,25.48
188.114.96.118:945,0%,25.48
188.114.97.243:891,0%,25.48
188.114.97.48:1002,0%,25.48
162.159.195.33:1018,0%,25.48
188.114.97.84:864,0%,25.48
188.114.97.8:987,0%,25.48
162.159.195.106:4500,0%,25.48
188.114.96.12:854,0%,25.48
188.114.99.12:854,0%,25.48
188.114.96.209:1180,0%,25.48
162.159.192.94:7156,0%,25.48
162.159.195.51:8319,0%,25.48
188.114.98.77:5279,0%,25.48
188.114.98.234:928,0%,25.48
188.114.96.63:946,0%,25.48
188.114.99.74:7103,0%,25.49
162.159.195.106:928,0%,25.49
188.114.97.2:943,0%,25.49
188.114.96.231:7559,0%,25.49
188.114.98.16:7156,0%,25.49
188.114.98.247:891,0%,25.49
188.114.99.252:5956,0%,25.49
162.159.192.100:8886,0%,25.49
188.114.96.51:2371,0%,25.49
188.114.98.202:3138,0%,25.49
188.114.96.109:3854,0%,25.49
188.114.97.252:939,0%,25.49
188.114.97.26:945,0%,25.49
162.159.192.185:864,0%,25.49
162.159.195.153:987,0%,25.49
162.159.192.78:3138,0%,25.49
188.114.97.120:1014,0%,25.49
162.159.195.98:3476,0%,25.49
188.114.99.166:854,0%,25.50
188.114.99.43:7156,0%,25.50
188.114.96.80:943,0%,25.50
188.114.97.39:1070,0%,25.50
162.159.192.70:968,0%,25.50
162.159.192.73:2408,0%,25.50
188.114.98.72:3476,0%,25.50
188.114.96.98:500,0%,25.50
162.159.192.43:987,0%,25.50
188.114.97.210:1387,0%,25.50
188.114.98.4:934,0%,25.50
162.159.195.63:7559,0%,25.50
188.114.98.250:4500,0%,25.50
188.114.98.69:1010,0%,25.50
162.159.195.243:1843,0%,25.50
188.114.96.106:955,0%,25.50
162.159.192.91:5279,0%,25.50
188.114.97.221:3581,0%,25.50
162.159.192.4:8854,0%,25.50
162.159.195.246:859,0%,25.50
188.114.99.164:8886,0%,25.50
188.114.96.242:1843,0%,25.50
188.114.99.116:946,0%,25.50
188.114.99.186:7559,0%,25.50
188.114.96.255:945,0%,25.50
162.159.192.214:500,0%,25.51
188.114.97.181:942,0%,25.51
188.114.96.7:2408,0%,25.51
188.114.96.219:864,0%,25.51
188.114.97.106:864,0%,25.51
188.114.99.195:928,0%,25.51
162.159.192.73:8742,0%,25.51
162.159.192.234:4500,0%,25.51
188.114.96.40:1018,0%,25.51
188.114.99.124:4500,0%,25.51
162.159.192.119:7103,0%,25.51
188.114.99.150:4177,0%,25.51
162.159.192.152:2506,0%,25.51
162.159.192.139:968,0%,25.51
188.114.96.108:4177,0%,25.51
188.114.98.193:864,0%,25.51
